index_code,con_code,trade_date,weight,stock_name
000004.SZ,000506.SZ,20250930,2.2870110977339393,深证股票001
000004.SZ,000380.SZ,20250930,2.6803229864907454,深证股票002
000004.SZ,000615.SZ,20250930,0.5257815644592484,深证股票003
000004.SZ,000055.SZ,20250930,1.2771289667718404,深证股票004
000004.SZ,000015.SZ,20250930,0.4436322653331274,深证股票005
000004.SZ,000634.SZ,20250930,1.8623958378771173,深证股票006
000004.SZ,3655.SZ,20250930,1.417054380275195,深证股票007
000004.SZ,2190.SZ,20250930,2.2124116944021273,深证股票008
000004.SZ,000212.SZ,20250930,2.8756026417619203,深证股票009
000004.SZ,000291.SZ,20250930,0.5292040976750285,深证股票010
000004.SZ,000088.SZ,20250930,0.927447636219987,深证股票011
000004.SZ,000765.SZ,20250930,1.4007286177326839,深证股票012
000004.SZ,000069.SZ,20250930,0.24278029528125555,深证股票013
000004.SZ,000648.SZ,20250930,2.3386723662798814,深证股票014
000004.SZ,000978.SZ,20250930,1.3677623577940983,深证股票015
000004.SZ,2695.SZ,20250930,1.9505933645106963,深证股票016
000004.SZ,000235.SZ,20250930,1.1018431469130077,深证股票017
000004.SZ,000157.SZ,20250930,2.1706316052013976,深证股票018
000004.SZ,000007.SZ,20250930,2.778658141080659,深证股票019
000004.SZ,000622.SZ,20250930,1.2207673867760895,深证股票020
000004.SZ,000927.SZ,20250930,1.276331110966099,深证股票021
000004.SZ,3598.SZ,20250930,0.2873233081062493,深证股票022
000004.SZ,3117.SZ,20250930,1.60913312262457,深证股票023
000004.SZ,000530.SZ,20250930,2.7744976143522795,深证股票024
000004.SZ,000470.SZ,20250930,1.6827147857442821,深证股票025
000004.SZ,3527.SZ,20250930,0.9040590777437967,深证股票026
000004.SZ,000035.SZ,20250930,2.3452016429028535,深证股票027
000004.SZ,2412.SZ,20250930,1.3568479291578965,深证股票028
000004.SZ,2515.SZ,20250930,1.4517810754827727,深证股票029
000004.SZ,2885.SZ,20250930,2.039024877852136,深证股票030
000004.SZ,3662.SZ,20250930,1.0789413327068293,深证股票031
000004.SZ,2233.SZ,20250930,1.4892358615689378,深证股票032
000004.SZ,3697.SZ,20250930,0.32854998504894556,深证股票033
000004.SZ,000128.SZ,20250930,2.564607538758433,深证股票034
000004.SZ,2709.SZ,20250930,2.702576012604466,深证股票035
000004.SZ,2153.SZ,20250930,0.677804345199944,深证股票036
000004.SZ,000340.SZ,20250930,0.6462488918314508,深证股票037
000004.SZ,000585.SZ,20250930,2.5853336991938214,深证股票038
000004.SZ,000688.SZ,20250930,0.8088475088296361,深证股票039
000004.SZ,2055.SZ,20250930,1.553557147127081,深证股票040
000004.SZ,000707.SZ,20250930,1.0111030586907808,深证股票041
000004.SZ,000147.SZ,20250930,1.234837565095898,深证股票042
000004.SZ,3728.SZ,20250930,1.5096243381188086,深证股票043
000004.SZ,3735.SZ,20250930,0.25360343096181304,深证股票044
000004.SZ,3074.SZ,20250930,2.2527338170482314,深证股票045
000004.SZ,000385.SZ,20250930,1.5255597906803464,深证股票046
