index_code,con_code,trade_date,weight,stock_name
000010.SH,603953.SH,20250930,1.9620032432681744,股票001
000010.SH,603505.SH,20250930,1.2302643652239378,股票002
000010.SH,600446.SH,20250930,1.0807064487670128,股票003
000010.SH,601931.SH,20250930,0.19273986507581514,股票004
000010.SH,603972.SH,20250930,0.9168294773886034,股票005
000010.SH,600860.SH,20250930,0.15245794427407433,股票006
000010.SH,601219.SH,20250930,0.7533977985702459,股票007
000010.SH,600650.SH,20250930,0.12883089394879485,股票008
000010.SH,602633.SH,20250930,0.4485019927398618,股票009
000010.SH,601952.SH,20250930,1.2161598902866888,股票010
000010.SH,602021.SH,20250930,0.9607506745100703,股票011
000010.SH,600771.SH,20250930,0.6639098179189135,股票012
000010.SH,600904.SH,20250930,0.29264464303869475,股票013
000010.SH,603050.SH,20250930,0.21313330956821752,股票014
000010.SH,601848.SH,20250930,0.2200431042088724,股票015
000010.SH,600281.SH,20250930,1.203635333040128,股票016
000010.SH,603044.SH,20250930,1.6999394958079972,股票017
000010.SH,602707.SH,20250930,1.35349402698734,股票018
000010.SH,601824.SH,20250930,1.9489389849291632,股票019
000010.SH,601139.SH,20250930,1.6167354714911253,股票020
000010.SH,602437.SH,20250930,1.3574883478221302,股票021
000010.SH,600158.SH,20250930,0.32759618630588716,股票022
000010.SH,601233.SH,20250930,1.0498382050343247,股票023
000010.SH,600483.SH,20250930,0.9598458407054653,股票024
000010.SH,600206.SH,20250930,1.6984673050117074,股票025
000010.SH,602320.SH,20250930,1.5027057885103248,股票026
000010.SH,601696.SH,20250930,0.7639543612914117,股票027
000010.SH,602035.SH,20250930,1.6291486868528657,股票028
000010.SH,602707.SH,20250930,1.4312819013646088,股票029
000010.SH,602464.SH,20250930,0.8490897402487497,股票030
000010.SH,603126.SH,20250930,0.16502574687867794,股票031
000010.SH,600123.SH,20250930,1.2827166510561934,股票032
000010.SH,600446.SH,20250930,0.3883989320727741,股票033
000010.SH,600471.SH,20250930,1.7547475393064806,股票034
000010.SH,602748.SH,20250930,0.922320021253159,股票035
000010.SH,600466.SH,20250930,1.921025719050164,股票036
000010.SH,600075.SH,20250930,0.5159817644613504,股票037
000010.SH,600537.SH,20250930,1.2316873097796075,股票038
000010.SH,600675.SH,20250930,0.3421025679810409,股票039
000010.SH,600525.SH,20250930,1.993359191447978,股票040
000010.SH,601350.SH,20250930,0.1387368772387435,股票041
